mssv,hocky,namhoc,drl,rank_drl
eafb8611xpvaibaexe+wmtnhlfgiwhutxutju+op,2,2013,62,Trung Binh
6b2f14ccxpvaibaexe+wmtnhlfgiwsa71h+ulll3,2,2013,88,Gioi
177e1625xpvaibaexe+wmtnhlfgiwqlkpqjcrqi5,2,2013,49,Yeu
a7480f67xpvaibaexe/loccskaoio75myb5p3ldq,2,2013,81,Gioi
f751be36xpvaibaexe/loccskaoio+4lauqrfapr,2,2013,67,Kha
83b76c01xpvaibaexe/loccskaoio2k46r7t4qnt,2,2013,67,Kha
42eb4a9dxpvaibaexe+1j/aqdkpm28lnl/yx0gv5,2,2013,67,Kha
70688be9xpvaibaexe8y+/3ur2pktp74qdoblprc,2,2013,50,Trung Binh
fb623556xpvaibaexe8y+/3ur2pktnbh/fe4kqis,2,2013,72,Kha
797d94bcxpvaibaexe+kwir/vxjl0xams344urfm,2,2013,50,Trung Binh
6426d277xpvaibaexe+kwir/vxjl04gqln5sec66,2,2013,74,Kha
23a5ce7expvaibaexe+nzbq3b0xehb5k9/vzpsul,2,2013,72,Kha
5db7334bxpvaibaexe9fafwyru+nplkr/fpgemw3,2,2013,45,Yeu
061a670axpvaibaexe9fafwyru+npkvjumt/czs9,2,2013,74,Kha
bb711deaxpvaibaexe9fafwyru+npi5+4ho3ngdi,2,2013,67,Kha
844fc6f6xpvaibaexe+y5cb/5gt3mjxemi5bzkp2,2,2013,86,Gioi
2c352cf8xpvaibaexe/lh6v1xxtkjd0eyi88h1ic,2,2013,65,Kha
280c7ea5xpvaibaexe/lh6v1xxtkjqpup8q5f4wx,2,2013,67,Kha
1feca093xpvaibaexe/lh6v1xxtkjdfji/k7qsbq,2,2013,72,Kha
ddc68e16xpvaibaexe+9gfx9awrorbh+f6djt3hh,2,2013,68,Kha
4a04a81cxpvaibaexe9jdlha4z2ghd8uogvrverq,2,2013,66,Kha
c63071c5xpvaibaexe9jdlha4z2ghbvva1gnfpuj,2,2013,67,Kha
1818b089xpvaibaexe8s1xx8dwm0qokaqzoivisb,2,2013,75,Kha
efa92570xpvaibaexe8s1xx8dwm0qh0whqapbjbq,2,2013,75,Kha
3e0d6147xpvaibaexe/ykn5ysyyl7h1dbphtpzoc,2,2013,57,Trung Binh
be78dae0xpvaibaexe/zhdidegqctousgjsnns/s,2,2013,84,Gioi
7c10ac8fxpvaibaexe/zhdidegqcttat2i2tddln,2,2013,60,Trung Binh
f3be1521xpvaibaexe/zhdidegqctql+r9xhexiq,2,2013,65,Kha
07ae5c96xpvaibaexe9fiasoce50dnjrow8ku1h9,2,2013,96,Xuat Sac
11366e6axpvaibaexe9fiasoce50dp/aqdawx2sk,2,2013,74,Kha
6d4e58b0xpvaibaexe/uh+ehskmsjzvcnpxnoa+g,2,2013,58,Trung Binh
4519669fxpvaibaexe/uh+ehskmsjbkx7ngvlc1q,2,2013,75,Kha
dc3809c1xpvaibaexe+suupvsau/oxffadj7qiwv,2,2013,65,Kha
e2132617xpvaibaexe+suupvsau/o3rskmykrb0i,2,2013,84,Gioi
b9080b55xpvaibaexe+suupvsau/o8tqjy01eqyx,2,2013,82,Gioi
00bce333xpvaibaexe9upvu5dvuc9h+k5waa2xcn,2,2013,57,Trung Binh
7537f548xpvaibaexe9upvu5dvuc9p8ojugmk9rc,2,2013,87,Gioi
80cfdda2xpvaibaexe8cym7b6gx+th2nyjf4gepx,2,2013,61,Trung Binh
46fe5b50xpvaibaexe8cym7b6gx+trrv2ndqd5t0,2,2013,63,Trung Binh
b324aa62xpvaibaexe9h45nafhfkynjpwcuzzmdr,2,2013,80,Gioi
fb027ac4xpvaibaexe9h45nafhfkykjc3pvc6xzn,2,2013,86,Gioi
441a8f18xpvaibaexe9h45nafhfkyu2deqgra5oc,2,2013,70,Kha
87631fe0xpvaibaexe9h45nafhfkyou0t6i4znmt,2,2013,65,Kha
5c5b33ccxpvaibaexe9h45nafhfkyqqse6ojtu2d,2,2013,84,Gioi
5bfe5dd9xpvaibaexe+z7kfnhylttphgqo2rqyej,2,2013,51,Trung Binh
3a1c5583xpvaibaexe/x/wixypgyavef9801q2hn,2,2013,86,Gioi
80546bd2xpvaibaexe/x/wixypgyaiyd1xgfjhu3,2,2013,72,Kha
ce1cc768xpvaibaexe9/su+qlcydmo6fuov6lufj,2,2013,33,Kem
62200a76xpvaibaexe9/su+qlcydmsqrq0km5nhu,2,2013,77,Kha
9048dd88xpvaibaexe9/su+qlcydmq7jh7e5n9gx,2,2013,74,Kha
7f8e6556xpvaibaexe/bn5cqsu92ww9hsgwhnu8h,2,2013,91,Xuat Sac
abaa6224xpvaibaexe/bn5cqsu92wenvqensra2a,2,2013,92,Xuat Sac
f9d4ade3xpvaibaexe/bn5cqsu92wdvhrucea56c,2,2013,100,Xuat Sac
7a6522adxpvaibaexe/xn8kzjn44ccxm/9jdq7yd,2,2013,81,Gioi
99325c17xpvaibaexe8wlx2/dthdaux2r9ibwf/q,2,2013,82,Gioi
b7a4bfebxpvaibaexe9e+kue/nfliz33muv8ypen,2,2013,62,Trung Binh
b981e9e5xpvaibaexe9e+kue/nflid9nvxqobgkv,2,2013,67,Kha
85749327xpvaibaexe+y4ivhjp8sxkp1bwna7tq7,2,2013,70,Kha
1030a271xpvaibaexe/7sxkigc7f55u1tfrbvqkh,2,2013,66,Kha
b537a376xpvaibaexe/7sxkigc7f5/wijwcjrv6/,2,2013,87,Gioi
d0fe4969xpvaibaexe/yxikgsgy0slcmj5ekt6ki,2,2013,86,Gioi
7daa3a24xpvaibaexe/yxikgsgy0sgl7cqhts8nm,2,2013,55,Trung Binh
bef82d76xpvaibaexe+sfu1lch9y35hnl8rbs6er,2,2013,67,Kha
ef14b804xpvaibaexe+sfu1lch9y3xwta18hz849,2,2013,72,Kha
8c62c740xpvaibaexe+llvbxzunmjjqo+ywvkzjw,2,2013,74,Kha
670817fexpvaibaexe+llvbxzunmjkkt4kdkwwgm,2,2013,57,Trung Binh
b5953d10xpvaibaexe+bhzka9xggxwnkm2l+acxt,2,2013,72,Kha
ac1d5cb1xpvaibaexe+bhzka9xggxbbgkpwysdh1,2,2013,86,Gioi
40e6b6e5xpvaibaexe+bhzka9xggxrjzafhtnzbm,2,2013,70,Kha
2f29cc38xpvaibaexe+fmxcqgvribakqe1pu/1fv,2,2013,83,Gioi
94d1d345xpvaibaexe+6mn9fow2mqzpamjnrfo2o,2,2013,50,Trung Binh
bad275edxpvaibaexe+6mn9fow2mqadhvo5k6fiq,2,2013,72,Kha
1a02c0e5xpvaibaexe+6mn9fow2mqwsztpzhdj4y,2,2013,67,Kha
6dccea04xpvaibaexe/+pcsgi7yketfztd9kdzr/,2,2013,43,Yeu
055bc8b6xpvaibaexe8ooyk4mkugmetvnaf/k5xo,2,2013,55,Trung Binh
2f247262xpvaibaexe8ooyk4mkugmhi9xjh/zg8m,2,2013,57,Trung Binh
2601f969xpvaibaexe+vl6q6thz0noruqsvd9kwl,2,2013,64,Trung Binh
5688ef7bxpvaibaexe8wmpkqnq7j6n3au2dj/ayn,2,2013,79,Kha
e40be770xpvaibaexe8wmpkqnq7j6fcncaxunf2i,2,2013,40,Yeu
58dec626xpvaibaexe99goti/hwjhc7snqn4+/pa,2,2013,71,Kha
0a049f45xpvaibaexe9ctfsnmbfiz9qe7i0fu4my,2,2013,77,Kha
242adb97xpvaibaexe9ystifngomwfpn00jzt4a2,2,2013,60,Trung Binh
97c2c03fxpvaibaexe+phkfqb0+xj2fdnxqs9az5,2,2013,56,Trung Binh
1144c476xpvaibaexe/fejqn8/s5fmtebtq6dfpo,2,2013,66,Kha
093a9e7expvaibaexe9mlbi3ccq2bdkmz2fgf9ni,2,2013,92,Xuat Sac
6f5d342axpvaibaexe9esuilq3v71r5onvjoxxzk,2,2013,80,Gioi
1b290682xpvaibaexe9hkuc7sboljhj6skar7eh0,2,2013,72,Kha
c2100719xpvaibaexe/bqa0y8r3trcj/jtkxsbzj,2,2013,86,Gioi
67c763faxpvaibaexe/bqa0y8r3trxnun5wtg3di,2,2013,78,Kha
f0956068xpvaibaexe/v2df0qjs8bunac6rcygol,2,2013,72,Kha
6c4a53cdxpvaibaexe/v2df0qjs8bb7zbjchpspk,2,2013,55,Trung Binh
41ee6140xpvaibaexe9m021ivaawiixcaucr06zm,2,2013,100,Xuat Sac
b0446b28xpvaibaexe+5f3nhbx2ehwi8gk1nbg8j,2,2013,90,Xuat Sac
2597de1bxpvaibaexe+5f3nhbx2ehzmfg0aitf2m,2,2013,62,Trung Binh
12611c99xpvaibaexe+5f3nhbx2ehzcduhscafuq,2,2013,59,Trung Binh
bd5769a2xpvaibaexe/fwksthrrdncikzfxvryva,2,2013,100,Xuat Sac
c0b46036xpvaibaexe/fwksthrrdnybt8bficmr/,2,2013,37,Yeu
add6626axpvaibaexe/sxwnrab2vgdj3jmkixwre,2,2013,87,Gioi
96cb2e4cxpvaibaexe/sxwnrab2vggco9yp9kigz,2,2013,69,Kha
a352570axpvaibaexe/sxwnrab2vgcw4x5wedpre,2,2013,79,Kha
f194da26xpvaibaexe9z67almz7y5jarc2nxh/n/,2,2013,70,Kha
175faec0xpvaibaexe9z67almz7y5rvsodnwnoen,2,2013,64,Trung Binh
87e06d79xpvaibaexe9z67almz7y5qevdwbioh7o,2,2013,68,Kha
35a1b6ffxpvaibaexe9z67almz7y5kj8xal7leki,2,2013,81,Gioi
2549020dxpvaibaexe9bx5czuia9z9krjszob8k+,2,2013,74,Kha
454dfa56xpvaibaexe+5ocrqpdkxsiplieegh05d,2,2013,85,Gioi
6d2b7e26xpvaibaexe+5ocrqpdkxslwegxbv4kro,2,2013,57,Trung Binh
932c10eaxpvaibaexe/ji2wenvgp6dccirs4gipu,2,2013,76,Kha
9decdbecxpvaibaexe/ji2wenvgp6ggnly21j9xo,2,2013,42,Yeu
a58f9fc5xpvaibaexe99j2p15eeb0yixdykny8jh,2,2013,72,Kha
eaa0b693xpvaibaexe99j2p15eeb04xwhz0tzli4,2,2013,88,Gioi
1e0caf86xpvaibaexe9vickmsmm7n1+hsyjnlyku,2,2013,58,Trung Binh
af853a54xpvaibaexe/hpk/kof6+1bfue6pi24gj,2,2013,69,Kha
d8a59dd6xpvaibaexe/hpk/kof6+1szxlnnf1jhj,2,2013,52,Trung Binh
7dd93e1expvaibaexe8jolcsaisstcvlawktlhx9,2,2013,66,Kha
97a2debcxpvaibaexe8jolcsaisstnixf9rwk50p,2,2013,55,Trung Binh
86251376xpvaibaexe+9gfx9awrorib/av3vncgb,2,2013,87,Gioi
54d69ffdxpvaibaexe/yxikgsgy0sifts6rwcamw,2,2013,66,Kha
816c6bfbxpvaibaexe9mlbi3ccq2bbtsvgnf8rfz,2,2013,67,Kha
209dffa3xpvaibaexe+cd1fkelqxl0w/ciugdc4i,2,2013,90,Xuat Sac
9a2b00e7xpvaibaexe+kwir/vxjl0y8ceqb0jdrp,2,2013,71,Kha
18de832cxpvaibaexe8ydgsbcmjqa68idjt23bz1,2,2013,59,Trung Binh
d367637expvaibaexe+6mn9fow2mqypk/ixwmawa,2,2013,76,Kha
4eb4a219xpvaibaexe9ctfsnmbfiz050rh+pgaqb,2,2013,72,Kha
8bd66de8xpvaibaexe9bx5czuia9z4lpytw5t9ft,2,2013,74,Kha
f885079bxpvaibaexe/hrmbtv6rchoted20vch1b,2,2013,80,Gioi
5ea45b4expvaibaexe/hrmbtv6rchqu+epiadfhl,2,2013,61,Trung Binh
df49b19bxpvaibaexe/hrmbtv6rcht+wykdvxu5j,2,2013,61,Trung Binh
d4d00900xpvaibaexe/k6d36/fqceyagnlnf24ga,2,2013,76,Kha
296f817expvaibaexe/k6d36/fqcean1ntpl2hgz,2,2013,54,Trung Binh
bbad4f2bxpvaibaexe879+aog1gh8vgaqyz3wjar,2,2013,92,Xuat Sac
04f89839xpvaibaexe8ge2uhv4j4b7n8hgeptcln,2,2013,80,Gioi
538fdefexpvaibaexe9p07hcrvmhce3unm2xvnxe,2,2013,78,Kha
83845261xpvaibaexe9hpqqhqoopyyvq0zhwjv2w,2,2013,100,Xuat Sac
5b6eee16xpvaibaexe/pgaannwvbukb+697alta7,2,2013,90,Xuat Sac
302c659fxpvaibaexe80ggmwunekt9hqe57p7s6c,2,2013,90,Xuat Sac
40f7e8d0xpvaibaexe+nzbq3b0xehfcwxlmoc4pj,2,2013,93,Xuat Sac
6bb4fbf8xpvaibaexe/xbblewrhgqyrcodpvca+j,2,2013,92,Xuat Sac
30f6c945xpvaibaexe/lh6v1xxtkjvd20kccxwaq,2,2013,93,Xuat Sac
a2233613xpvaibaexe+/ekvxk98kbs5ipe6z9qpe,2,2013,98,Xuat Sac
8fcb6801xpvaibaexe+suupvsau/o7xjtk59mvnf,2,2013,88,Gioi
e7f76892xpvaibaexe8hvnm4ihleluukyau9nqys,2,2013,92,Xuat Sac
ddb9e00cxpvaibaexe/xn8kzjn44cdzndzzd5biq,2,2013,85,Gioi
929fe9b5xpvaibaexe+y4ivhjp8sxnph/35y1toa,2,2013,81,Gioi
37930ad7xpvaibaexe9ctfsnmbfiz8i9khqmn+p1,2,2013,88,Gioi
1874573axpvaibaexe/fejqn8/s5flmlj8y3qj+f,2,2013,99,Xuat Sac
882c1d7fxpvaibaexe9fwzbwscouqpudymrenqrr,2,2013,100,Xuat Sac
f0d55309xpvaibaexe9jdumjpcat8jvbqjams4ky,2,2013,61,Trung Binh
1c23eab7xpvaibaexe/hrmbtv6rcht56wljoo8h/,2,2013,63,Trung Binh
c2f22c48xpvaibaexe/hrmbtv6rchjwo45f7idgy,2,2013,76,Kha
882d2ec2xpvaibaexe/hrmbtv6rchtnvod3xwr86,2,2013,92,Xuat Sac
fe217971xpvaibaexe/k6d36/fqcewnmv5epzwoo,2,2013,93,Xuat Sac
c0190846xpvaibaexe/k6d36/fqcee9fn5ecb80e,2,2013,88,Gioi
a983754axpvaibaexe/k6d36/fqcedltfj1dnngv,2,2013,83,Gioi
bc40304fxpvaibaexe/k6d36/fqceefqqtlar3/b,2,2013,83,Gioi
4d3a7564xpvaibaexe+lo6ejkhwaqxs675wwbm48,2,2013,80,Gioi
ebc8a649xpvaibaexe+fmxcqgvribibosp1tokmg,2,2013,86,Gioi
09562713xpvaibaexe/hpk/kof6+1rgvig+zgaje,2,2013,79,Kha
89b3fc1fxpvaibaexe9upvu5dvuc9qume8nu+pab,2,2013,64,Trung Binh
e4c82e05xpvaibaexe+z7kfnhyltth352mo+oik+,2,2013,56,Trung Binh
baa21e56xpvaibaexe9xnw4t0gpgx5ergjwy9ide,2,2013,70,Kha
140e6c4cxpvaibaexe/asavnwdrs7te/6fhn3jz9,2,2013,47,Yeu
a6ea9f79xpvaibaexe/asavnwdrs7dxihpgvggph,2,2013,74,Kha
f9ad085cxpvaibaexe/asavnwdrs7ejs/e1rgnuq,2,2013,82,Gioi
e68386bcxpvaibaexe/asavnwdrs7bt1mwa0tqq/,2,2013,85,Gioi
33472657xpvaibaexe8ge2uhv4j4bweoqnnp7n/7,2,2013,100,Xuat Sac
4cd37f46xpvaibaexe8ge2uhv4j4byyo6uzlkm42,2,2013,82,Gioi
24dc3d8axpvaibaexe8ge2uhv4j4b18quy8ruyi8,2,2013,76,Kha
5e4374b1xpvaibaexe9p07hcrvmhccxtnaknc9wy,2,2013,48,Yeu
64e9fde3xpvaibaexe9hpqqhqoopystw/r4lohbb,2,2013,76,Kha
3e437e83xpvaibaexe+cd1fkelqxl3amjmxrtddl,2,2013,100,Xuat Sac
47140b5bxpvaibaexe+cd1fkelqxl341hodw+e7i,2,2013,85,Gioi
da4648baxpvaibaexe8ckeix0kseehu30caak2wt,2,2013,34,Kem
9060ae5fxpvaibaexe80ggmwunekt7ow9cjiqrpl,2,2013,74,Kha
46187904xpvaibaexe80ggmwunekt+rbnozgeobh,2,2013,62,Trung Binh
2d469f82xpvaibaexe/ykalync3m9yanvuerkywr,2,2013,77,Kha
33f840bexpvaibaexe86736b6ol+/h7p3cx/tka4,2,2013,56,Trung Binh
11d7fbb7xpvaibaexe8/3inqysorby7kyf2iznei,2,2013,78,Kha
9b47d5aexpvaibaexe8/3inqysorb2yc7gdxyezc,2,2013,81,Gioi
1a43fba2xpvaibaexe9lf2o7vejwngmxmytmcfqu,2,2013,75,Kha
c02be079xpvaibaexe9lf2o7vejwnqkpnwio0vrs,2,2013,82,Gioi
3622e58bxpvaibaexe9lf2o7vejwnjkh+xdoxpbr,2,2013,62,Trung Binh
b4df0e0bxpvaibaexe9lf2o7vejwnjznp3xerpyn,2,2013,61,Trung Binh
caf1c679xpvaibaexe+yu1j0ocviqc3aovuiyn2y,2,2013,86,Gioi
a4eeb45expvaibaexe+wmtnhlfgiwjn3iuw7uj8e,2,2013,82,Gioi
19aa9696xpvaibaexe9jjgnhrmbjfoyfng9lpbay,2,2013,75,Kha
98fad5f6xpvaibaexe9fafwyru+nptbcsqhyrp9l,2,2013,76,Kha
105a1756xpvaibaexe9kdsvv3crkmqk+9a3jnn+s,2,2013,90,Xuat Sac
4efdd87axpvaibaexe9kdsvv3crkmwdqwqovdwm7,2,2013,83,Gioi
93bb9690xpvaibaexe9kdsvv3crkmxp6kszgklsu,2,2013,88,Gioi
62da4cdcxpvaibaexe+y5cb/5gt3mny76+igupff,2,2013,74,Kha
a406e7fdxpvaibaexe/xbblewrhgqyqrazwms21c,2,2013,81,Gioi
26e98335xpvaibaexe/xbblewrhgqtjizublclnr,2,2013,59,Trung Binh
fa58d615xpvaibaexe8vekuw4elehntjfpts9z5b,2,2013,81,Gioi
c57e7f21xpvaibaexe8vekuw4elehuwmmx7vpi8o,2,2013,77,Kha
6a867095xpvaibaexe/lh6v1xxtkjcum1sd4phve,2,2013,67,Kha
b895244cxpvaibaexe+/ekvxk98kbb4zxfewdxq3,2,2013,100,Xuat Sac
ea3ad08bxpvaibaexe+tfgedwynnvupq6k65n1ls,2,2013,70,Kha
2c379b39xpvaibaexe+tfgedwynnvsctblvukxpt,2,2013,90,Xuat Sac
d63a2d2cxpvaibaexe+tfgedwynnvsfhjhorvtcf,2,2013,74,Kha
da2b43cdxpvaibaexe8s1xx8dwm0qrclpfmwg+uv,2,2013,81,Gioi
faf32539xpvaibaexe/ykn5ysyyl7frl7g1sqgry,2,2013,73,Kha
20137a69xpvaibaexe/ykn5ysyyl7or5uzoy1bph,2,2013,71,Kha
2eb0db7dxpvaibaexe/ykn5ysyyl7ouyfbhvghqt,2,2013,67,Kha
ca877136xpvaibaexe8ydgsbcmjqa45mdxmtwxgh,2,2013,84,Gioi
c1bb7059xpvaibaexe8ydgsbcmjqa7/xeotxcjt3,2,2013,56,Trung Binh
e670c383xpvaibaexe/zhdidegqctilqaraqk+wv,2,2013,56,Trung Binh
e5486db1xpvaibaexe9fiasoce50df0tf/essmjm,2,2013,100,Xuat Sac
6b09280bxpvaibaexe/uh+ehskmsjbirdfrd3vpi,2,2013,100,Xuat Sac
de4fb5edxpvaibaexe+suupvsau/o6wqrbxtr/gb,2,2013,91,Xuat Sac
5fdf1690xpvaibaexe9upvu5dvuc9qbgp7u5a1u3,2,2013,77,Kha
f0f2f362xpvaibaexe9upvu5dvuc9vpgmw+2yswe,2,2013,62,Trung Binh
aa033fc4xpvaibaexe9upvu5dvuc9i0prnw+7l6w,2,2013,84,Gioi
87c0c5b0xpvaibaexe8cym7b6gx+tvmzl5+34nck,2,2013,100,Xuat Sac
0dddfab4xpvaibaexe8cym7b6gx+toqm9g2af3fk,2,2013,65,Kha
cce416ddxpvaibaexe9h45nafhfkyik2s+wu/p25,2,2013,69,Kha
eaea332cxpvaibaexe9/su+qlcydmtk7pvalwmdm,2,2013,86,Gioi
8772f0baxpvaibaexe/xn8kzjn44ctsizlprihmr,2,2013,100,Xuat Sac
601e0986xpvaibaexe+y4ivhjp8sxpmss9jvmguu,2,2013,68,Kha
3878c29expvaibaexe+y4ivhjp8sxjqufnsdyubf,2,2013,67,Kha
7172da6axpvaibaexe/7sxkigc7f5wmwnthruye0,2,2013,83,Gioi
52e66659xpvaibaexe/7sxkigc7f5zukr2wlnro3,2,2013,70,Kha
2cd84f03xpvaibaexe/yxikgsgy0sqvjgoumocub,2,2013,76,Kha
d76bab82xpvaibaexe+sfu1lch9y38iopnn1vz72,2,2013,84,Gioi
803ef892xpvaibaexe+sfu1lch9y3ynwe+gw9f93,2,2013,67,Kha
088350c2xpvaibaexe+llvbxzunmjhb3bf9tcyq/,2,2013,79,Kha
7d0210b1xpvaibaexe+bhzka9xggxfsr6ojo/es3,2,2013,76,Kha
00046394xpvaibaexe+fmxcqgvribect4ymjhsfd,2,2013,76,Kha
aa971f36xpvaibaexe+fmxcqgvriba5vxtc+v0/y,2,2013,74,Kha
7901d3a9xpvaibaexe+6mn9fow2mqyemruxxbnss,2,2013,74,Kha
8faa301expvaibaexe/+pcsgi7ykecbf3wqdfal2,2,2013,43,Yeu
c6d87955xpvaibaexe8ooyk4mkugmc0eomkx8npl,2,2013,82,Gioi
4ac9f9e4xpvaibaexe+udhzq6i3zlqssbhpvojtf,2,2013,77,Kha
53bd35b7xpvaibaexe8wmpkqnq7j6bmkjsrjnkqb,2,2013,74,Kha
6668d44axpvaibaexe99goti/hwjhanr/t567sdc,2,2013,80,Gioi
0a0624b8xpvaibaexe9ctfsnmbfiz13+0rde3ypj,2,2013,65,Kha
88ecbc0cxpvaibaexe9ystifngomwzfpsrnzx56n,2,2013,86,Gioi
ff5bfe8axpvaibaexe9ystifngomwsihziozgh/s,2,2013,78,Kha
fcf45d05xpvaibaexe+phkfqb0+xj1k496g8bne/,2,2013,72,Kha
21f2c6c1xpvaibaexe97hu2rthdnnjky2oly/qxc,2,2013,89,Gioi
d5ac7162xpvaibaexe/caex4rna5qunjfyjc1j1t,2,2013,68,Kha
b637fab1xpvaibaexe/caex4rna5qyp2cyhjomry,2,2013,81,Gioi
bc65d2e0xpvaibaexe/fejqn8/s5fezi8hvygtax,2,2013,86,Gioi
03810112xpvaibaexe9fwzbwscouqpowcjpy04cl,2,2013,61,Trung Binh
954668c3xpvaibaexe9mlbi3ccq2bjdrrpojifym,2,2013,84,Gioi
4135c463xpvaibaexe9mlbi3ccq2bkliiexgcbvg,2,2013,49,Yeu
deabcbe6xpvaibaexe9esuilq3v71uwzpfqlapmp,2,2013,82,Gioi
73a67816xpvaibaexe9esuilq3v71oqynypjoxz7,2,2013,55,Trung Binh
4f34f659xpvaibaexe/dy4k4yiqpopkiiuqmrs2g,2,2013,81,Gioi
364cb864xpvaibaexe/dy4k4yiqpodzikzfrb90m,2,2013,91,Xuat Sac
5de3d202xpvaibaexe9m021ivaawiawgssaiyxtr,2,2013,88,Gioi
b27fb769xpvaibaexe9m021ivaawin/1gsru7xde,2,2013,81,Gioi
e767b626xpvaibaexe+gstdvgy5pdm1ypgcxf+4o,2,2013,84,Gioi
5f76493fxpvaibaexe/fwksthrrdnwx4p/5qxlbg,2,2013,84,Gioi
b71c8732xpvaibaexe/6muscaequc8eny+ryaidq,2,2013,69,Kha
a72611a9xpvaibaexe/6muscaequc3ot5jnayimj,2,2013,84,Gioi
5b67ff77xpvaibaexe/sxwnrab2vghqoisebh7by,2,2013,79,Kha
860e35b6xpvaibaexe/sxwnrab2vge+rrjvzeuil,2,2013,69,Kha
8c2faa40xpvaibaexe+nmgqbvgcjj+7v2umymm22,2,2013,92,Xuat Sac
9de3aa6dxpvaibaexe+nmgqbvgcjj/cdb85eyxzc,2,2013,64,Trung Binh
0e3af2f2xpvaibaexe9bx5czuia9z4vbsr0ex5vt,2,2013,57,Trung Binh
e86a9e15xpvaibaexe/ji2wenvgp6dq1muzrj3iv,2,2013,90,Xuat Sac
82157fecxpvaibaexe/wso41+3xfkonmgkz6gokr,2,2013,81,Gioi
cdecc408xpvaibaexe/wso41+3xfkiezmno57idr,2,2013,79,Kha
a5457b71xpvaibaexe/wso41+3xfknztfqk3vj8t,2,2013,69,Kha
7081fe0axpvaibaexe/wso41+3xfkbwpg5irjavv,2,2013,88,Gioi
535ea14axpvaibaexe9vickmsmm7nz6g5cs0joco,2,2013,64,Trung Binh
f9c52c24xpvaibaexe/hpk/kof6+1t8vbjnl8aey,2,2013,58,Trung Binh
212ea0c7xpvaibaexe/hpk/kof6+1xwaghqk4dxd,2,2013,86,Gioi
7fb4527fxpvaibaexe8jolcsaisstdcwji8y+/pw,2,2013,82,Gioi
05092c76xpvaibaexe//3t8+us0x0mvxybhkgeu4,2,2013,100,Xuat Sac
8b815297xpvaibaexe//3t8+us0x0khfbnlwfzpk,2,2013,59,Trung Binh
5867e047xpvaibaexe9xnw4t0gpgx+axr1u6reqm,2,2013,82,Gioi
36bc8a31xpvaibaexe9upvu5dvuc9htmusg2h0wc,2,2013,88,Gioi
f99ce6dexpvaibaexe86736b6ol+/o3zqu1aw1/c,2,2013,86,Gioi
dacfd4a5xpvaibaexe9xnw4t0gpgx+xvqv2s103w,2,2013,86,Gioi
0fcb6532xpvaibaexe879+aog1gh8o0eeqcyq8hr,2,2013,57,Trung Binh
f585674dxpvaibaexe93peysajovk6t3muzthkox,2,2013,81,Gioi
d563be5expvaibaexe93peysajovk29beikxuhf+,2,2013,82,Gioi
7caaee6bxpvaibaexe8ge2uhv4j4b+kfxfdub6ad,2,2013,81,Gioi
b2bc792fxpvaibaexe+1p/4gnbgrefotgueut4wa,2,2013,75,Kha
f5705943xpvaibaexe+1p/4gnbgreyz1sk9mulny,2,2013,89,Gioi
bdedd44dxpvaibaexe+4hxkfaqwuhaqgsgtqeios,2,2013,75,Kha
530fe4e9xpvaibaexe+4hxkfaqwuhfselpa2njhn,2,2013,80,Gioi
3e756495xpvaibaexe9p07hcrvmhca0nlhgm6qsn,2,2013,63,Trung Binh
981c7989xpvaibaexe9p07hcrvmhccxhupzwlaj2,2,2013,86,Gioi
0f6fd99fxpvaibaexe9hpqqhqoopydgyikrryin1,2,2013,88,Gioi
2527bab9xpvaibaexe+cd1fkelqxl9jgstboq3t8,2,2013,84,Gioi
4d645550xpvaibaexe+cd1fkelqxl9313y/yapxl,2,2013,86,Gioi
8688239bxpvaibaexe+lo6ejkhwaqdxlz0hnoymx,2,2013,86,Gioi
f257be3expvaibaexe+lo6ejkhwaqx9v5oomnekz,2,2013,76,Kha
740bf475xpvaibaexe80ggmwunekt0dmgogib8ko,2,2013,82,Gioi
8c0e9865xpvaibaexe80ggmwunekt1erejxtk1w6,2,2013,82,Gioi
3cb24347xpvaibaexe83etin4mi2ntso94rp+at8,2,2013,85,Gioi
42a0a8eexpvaibaexe9ikirwqei6/h1clhjwal6i,2,2013,82,Gioi
7b2e75bdxpvaibaexe86736b6ol+/bczp68ockkb,2,2013,67,Kha
678a7e53xpvaibaexe86736b6ol+/jgt4pokxwzn,2,2013,75,Kha
5a122a3dxpvaibaexe8/3inqysorby1ytn00kxsc,2,2013,73,Kha
2156dac0xpvaibaexe8/3inqysorb4spm8jam1aj,2,2013,53,Trung Binh
603115a9xpvaibaexe9lf2o7vejwnmxlsu7sojkq,2,2013,75,Kha
a5889011xpvaibaexe9lf2o7vejwnht67pu11g7v,2,2013,82,Gioi
61886879xpvaibaexe+yu1j0ocviqftuk2ebvhjz,2,2013,79,Kha
fa254441xpvaibaexe+yu1j0ocviqedypspz8aww,2,2013,63,Trung Binh
920a152expvaibaexe+lwq621apacfvqpvb0aqxr,2,2013,84,Gioi
2fb67786xpvaibaexe+lwq621apacelpphx2sj6r,2,2013,84,Gioi
c34827c5xpvaibaexe+lwq621apacyn/g0l78ir9,2,2013,53,Trung Binh
0fc485b7xpvaibaexe+lwq621apacwnsixsrdxsm,2,2013,88,Gioi
45213e72xpvaibaexe/loccskaoio/d9phcrupc/,2,2013,88,Gioi
132730f3xpvaibaexe/loccskaoio3eucdxcyg9f,2,2013,84,Gioi
